assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,66,0,338,50.0,0.0,7,110735,0,0,-2,2,89.6,0,2,-0.2,0.0,0,Adam,0.0,27,0,64.5,False,346.4,1964,Ankle injury - 50% chance of playing,2021-02-06T18:00:25.824469Z,43,0,0,0,110735.jpg,2.8,0,0,Webster,0.9,False,,d,3,36,209.0,61,111196,69,243678,919,0.0,14.2,Webster,3
1,67,10,345,100.0,100.0,6,111478,0,0,-1,1,315.2,2,2,3.8,4.3,10,Joël,4.3,24,1,88.7,False,426.6,1830,,2021-02-01T16:30:27.085591Z,44,0,0,0,111478.jpg,3.3,0,0,Veltman,2.1,False,,a,3,36,143.0,75,243800,3820,106810,11144,1.0,17.0,Veltman,3
2,68,12,308,100.0,100.0,8,115382,1,-1,-3,3,352.0,1,4,4.5,5.0,8,Neal,5.0,29,8,171.7,False,407.4,2046,,2020-11-28T15:00:19.358197Z,62,0,1,0,115382.jpg,3.6,0,0,Maupay,3.8,False,,a,3,36,962.0,97,1065462,3253,962536,25051,0.8,15.6,Maupay,1
6,69,13,331,100.0,100.0,9,116216,0,0,-2,2,602.5,4,3,8.2,8.7,14,Leandro,8.7,27,4,161.7,False,445.8,1986,,2020-11-07T00:00:21.373051Z,58,0,0,0,116216.jpg,4.1,0,0,Trossard,3.2,False,,a,3,36,570.0,107,528298,14045,335472,24798,1.5,18.4,Trossard,2
1,71,0,69,100.0,100.0,0,165210,0,0,-1,1,95.6,0,3,-0.2,0.3,0,Alireza,0.3,7,0,30.8,False,52.6,259,,2021-01-11T22:30:26.203805Z,54,0,0,0,165210.jpg,1.2,0,0,Jahanbakhsh,0.0,False,,a,3,36,161.0,15,2309,15,5078,31,0.1,2.8,Jahanbakhsh,2
0,72,0,0,100.0,100.0,0,167473,0,0,0,0,0.0,0,3,-0.5,0.0,0,José,0.0,0,0,0.0,False,0.0,0,,2020-08-15T10:00:11.482611Z,55,0,0,0,167473.jpg,0.0,0,0,Izquierdo,0.0,False,,a,3,36,0.0,0,10393,15,10390,27,0.0,0.0,Izquierdo,0
0,73,0,0,0.0,0.0,0,178173,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,False,0.0,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,u,3,36,0.0,0,339,0,712,1,0.0,0.0,Clarke,0
0,74,2,448,100.0,100.0,9,198869,1,-1,0,0,129.2,0,2,2.5,3.0,6,Ben,3.0,35,0,58.2,False,363.4,2472,,2020-09-14T21:30:11.221083Z,45,0,0,0,198869.jpg,2.9,0,0,White,2.5,False,,a,3,36,87.0,81,283898,976,212225,9740,0.7,18.0,White,2
0,75,0,30,0.0,0.0,0,209362,0,0,-1,1,32.4,0,2,0.0,0.0,0,Bernardo,0.0,3,0,12.8,False,27.2,205,Joined Red Bull Salzburg on loan until the end of the season on 19/1,2021-01-20T23:30:17.856679Z,39,0,0,0,209362.jpg,1.7,0,0,Fernandes da Silva Junior,4.3,False,,u,3,36,69.0,5,319447,0,885932,2344,0.0,1.3,Bernardo,0
0,76,2,351,100.0,100.0,8,227127,0,0,-1,1,198.1,0,3,1.8,2.3,3,Yves,2.3,32,1,68.7,False,366.2,2302,,2021-01-02T20:30:19.121459Z,44,0,0,0,227127.jpg,2.1,1,0,Bissouma,1.5,False,,a,3,36,125.0,58,344166,1213,538236,1987,0.5,13.2,Bissouma,6
3,77,2,156,0.0,0.0,2,232792,0,0,1,-1,162.9,0,2,0.0,0.0,0,Tariq,0.0,15,1,46.7,False,147.8,887,Hamstring injury - Unknown return date,2020-12-18T14:00:20.367107Z,46,0,0,0,232792.jpg,3.2,1,0,Lamptey,2.3,False,,i,3,36,156.0,35,1223489,67,1302125,1678,0.0,7.6,Lamptey,2
1,78,2,87,75.0,100.0,1,233425,0,0,-3,3,63.3,0,4,-0.4,0.0,0,Aaron,0.0,15,2,45.0,False,100.8,715,Calf injury - 75% chance of playing,2021-03-31T21:30:21.257761Z,52,0,0,0,233425.jpg,2.4,0,0,Connolly,0.3,False,,d,3,36,289.0,36,83959,184,109900,255,0.0,6.9,Connolly,0
0,79,3,112,100.0,100.0,4,235382,0,0,-3,3,136.9,1,3,-0.2,0.3,0,Steven,0.3,15,1,32.8,False,117.6,738,,2021-01-11T22:30:26.268264Z,42,0,0,0,235382.jpg,2.4,0,0,Alzate,0.6,False,,a,3,36,72.0,29,199819,161,191685,1068,0.1,6.9,Alzate,2
1,80,3,112,100.0,100.0,4,243016,0,0,-2,2,163.9,0,3,0.5,1.0,1,Alexis,1.0,7,1,48.3,False,135.8,820,,2021-02-01T16:30:27.126938Z,53,0,0,0,243016.jpg,2.5,0,0,Mac Allister,0.0,False,,a,3,36,185.0,38,4557,17,7149,131,0.2,7.2,Mac Allister,1
0,503,0,0,100.0,100.0,0,108813,0,0,0,0,0.0,0,1,-0.5,0.0,0,Christian,0.0,0,0,0.0,False,0.0,0,,2020-09-12T09:00:11.155698Z,40,0,0,0,108813.jpg,0.0,0,0,Walton,1.1,False,,a,3,36,0.0,0,64387,123,95293,498,0.0,0.0,Walton,0
0,528,0,0,,,0,49262,0,0,-1,1,0.0,0,1,-0.5,0.0,0,Jason,0.0,0,0,0.0,False,0.0,0,,,39,0,0,0,49262.jpg,0.0,0,0,Steele,0.7,False,,a,3,36,0.0,0,99652,1317,61172,743,0.0,0.0,Steele,0
0,550,0,3,0.0,0.0,0,220738,0,0,0,0,0.0,0,3,0.0,0.0,0,Jayson,0.0,0,0,0.0,False,0.0,1,Joined Preston North End on loan until the end of the season on 5/1. - Expected back 01 Jul,2021-01-11T12:00:22.222847Z,45,0,0,0,220738.jpg,1.0,0,0,Molumby,0.0,False,,u,3,36,0.0,1,2278,0,2324,4,0.0,0.2,Molumby,0
0,574,0,11,,,0,204676,0,0,0,0,6.7,0,4,0.2,0.7,1,Andi,0.7,0,0,9.6,False,9.6,118,,,50,0,0,0,204676.jpg,1.0,0,0,Zeqiri,0.1,False,,a,3,36,80.0,5,14368,156,11886,248,0.1,1.0,Zeqiri,0
3,588,6,160,100.0,100.0,3,50175,0,0,0,0,140.3,1,4,3.5,4.0,6,Danny,4.0,12,3,69.5,False,175.0,902,,2020-12-30T00:00:15.304730Z,55,0,1,0,50175.jpg,3.1,0,0,Welbeck,0.4,False,,a,3,36,385.0,50,213412,1553,193184,3013,0.7,9.1,Welbeck,0
0,597,6,339,,,7,215059,0,0,0,0,0.0,2,1,2.8,3.3,6,Robert,3.3,17,0,35.7,False,355.4,1620,,,45,0,0,0,215059.jpg,3.9,0,42,Sánchez,3.5,False,,a,3,36,0.0,71,400336,2519,133793,10388,0.7,15.8,Sánchez,0
0,627,0,14,,,0,230127,0,0,-6,6,11.5,0,3,-0.5,0.0,0,Percy,0.0,1,0,2.5,False,7.6,84,,,49,0,0,0,230127.jpg,1.5,0,0,Tau,0.0,False,,a,3,36,6.0,3,5246,17,4390,59,0.0,0.6,Tau,0
0,628,0,10,100.0,100.0,1,243505,0,0,0,0,3.9,0,3,0.8,1.3,3,Jakub,1.3,0,0,6.9,False,15.2,98,,2021-01-14T22:00:27.325395Z,50,0,0,0,243505.jpg,1.7,0,0,Moder,0.0,False,,a,3,36,50.0,5,823,86,496,16,0.3,1.0,Moder,0
0,630,0,3,,,0,465572,0,0,0,0,0.0,0,3,-0.5,0.0,0,Reda,0.0,0,0,0.2,False,0.0,4,,,45,0,0,0,465572.jpg,1.0,0,0,Khadra,0.0,False,,a,3,36,2.0,1,479,14,351,15,0.0,0.2,Khadra,0
0,631,0,0,,,0,244848,0,0,0,0,0.0,0,3,-0.5,0.0,0,Teddy,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,244848.jpg,0.0,0,0,Jenks,0.0,False,,a,3,36,0.0,0,330,6,274,9,0.0,0.0,Jenks,0
0,632,0,0,0.0,0.0,0,215062,0,0,0,0,0.0,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,False,0.0,0,Joined Lincoln City on a permanent deal on 1/2,2021-02-02T00:00:26.759828Z,45,0,0,0,215062.jpg,0.0,0,0,Sanders,0.0,False,,u,3,36,0.0,0,105,0,101,0,0.0,0.0,Sanders,0
0,633,0,0,,,0,440241,0,0,0,0,0.0,0,3,-0.5,0.0,0,Jensen,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,440241.jpg,0.0,0,0,Weir,0.0,False,,a,3,36,0.0,0,618,11,481,14,0.0,0.0,Weir,0
0,662,0,0,,,0,209288,0,0,-1,1,0.0,0,1,-0.5,0.0,0,Thomas,0.0,0,0,0.0,False,0.0,0,,,39,0,0,0,209288.jpg,0.0,0,0,McGill,0.4,False,,a,3,36,0.0,0,36666,369,8694,509,0.0,0.0,McGill,0
0,663,0,0,,,0,442229,0,0,0,0,0.0,0,2,-0.5,0.0,0,Michal,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,442229.jpg,0.0,0,0,Karbownik,0.0,False,,a,3,36,0.0,0,960,20,621,78,0.0,0.0,Karbownik,0
0,664,0,0,,,0,486672,0,0,0,0,0.0,0,3,-0.5,0.0,0,Moisés,0.0,0,0,0.0,False,0.0,0,,,50,0,0,0,486672.jpg,0.0,0,0,Caicedo,0.0,False,,a,3,36,0.0,0,288,6,205,13,0.0,0.0,Caicedo,0
0,55,0,33,100.0,100.0,0,40845,0,0,-3,3,8.3,0,3,0.0,0.0,0,Dale,0.0,4,0,8.0,False,31.0,257,,2021-02-17T18:30:27.212296Z,42,0,0,0,40845.jpg,1.1,0,0,Stephens,3.3,False,,a,4,90,41.0,8,360572,520,1016512,1851,0.0,1.9,Stephens,1
0,81,6,398,100.0,100.0,9,17761,0,0,-2,2,88.0,1,2,1.7,0.0,0,James,1.7,32,0,88.7,False,533.6,2430,,2020-09-17T22:00:10.017429Z,53,0,0,0,17761.jpg,3.1,0,0,Tarkowski,2.5,False,,a,4,90,260.0,83,233435,725,447801,2064,0.3,15.7,Tarkowski,4
0,82,0,28,100.0,100.0,0,17997,0,0,-1,1,12.9,0,2,0.0,0.0,0,Phil,0.0,8,0,5.9,False,39.4,273,,2020-11-29T21:30:18.549331Z,44,0,0,0,17997.jpg,0.5,0,0,Bardsley,0.2,False,,a,4,90,6.0,2,13017,30,43368,49,0.0,0.5,Bardsley,2
2,83,5,182,100.0,100.0,3,39487,0,0,-2,2,61.6,0,2,0.7,0.0,0,Erik,0.7,16,0,29.4,False,177.8,1138,,2021-02-17T18:30:27.269917Z,43,1,0,0,39487.jpg,2.5,0,0,Pieters,0.5,False,,a,4,90,55.0,45,132182,260,185393,626,0.2,10.5,Pieters,1
0,84,0,74,50.0,50.0,2,40145,0,0,0,0,51.5,0,3,0.3,0.0,0,Jack,0.7,12,0,18.9,False,64.4,735,Hamstring injury - 50% chance of playing,2021-03-04T13:30:22.828817Z,50,0,0,0,40145.jpg,2.0,0,0,Cork,0.0,False,,d,4,90,72.0,18,11116,2,11695,20,0.1,3.6,Cork,1
0,85,1,85,75.0,100.0,1,41674,0,0,-2,2,12.0,0,2,0.0,0.0,0,Kevin,0.0,13,0,14.0,False,102.6,636,Knock - 75% chance of playing,2021-03-23T20:30:23.166236Z,43,0,0,0,41674.jpg,1.8,0,0,Long,0.2,False,,d,4,90,25.0,14,12893,23,21301,110,0.0,3.3,Long,2
3,86,2,118,100.0,100.0,4,44683,0,0,-2,2,94.5,1,4,1.0,0.0,0,Jay,1.0,22,1,54.0,False,143.2,1120,,2021-01-01T10:30:18.225481Z,58,0,0,0,44683.jpg,2.0,0,0,Rodriguez,0.4,False,,a,4,90,308.0,47,62696,257,90713,1344,0.2,8.1,Rodriguez,3
0,87,7,100,50.0,50.0,6,44699,0,0,0,0,230.7,0,4,0.0,0.0,0,Ashley,0.0,17,3,88.1,False,153.6,1290,Thigh injury - 50% chance of playing,2021-02-21T15:00:25.419290Z,60,0,0,0,44699.jpg,2.7,0,0,Barnes,0.3,False,,d,4,90,502.0,48,160244,59,158732,889,0.0,8.0,Barnes,4
0,88,7,381,100.0,100.0,8,51927,0,0,-1,1,38.6,1,2,2.0,0.0,0,Ben,2.0,24,2,74.6,False,517.8,1973,,2020-09-07T00:30:12.617922Z,49,0,0,0,51927.jpg,3.9,0,0,Mee,3.3,False,,a,4,90,187.0,86,708812,1498,493366,6648,0.4,17.6,Mee,2
3,89,2,428,100.0,100.0,9,60551,0,0,-2,2,622.6,0,3,1.7,0.0,0,Ashley,1.7,37,1,109.7,False,383.8,2600,,2021-01-11T12:00:21.212082Z,53,0,0,0,60551.jpg,2.7,0,0,Westwood,0.4,False,,a,4,90,89.0,77,65374,136,101480,467,0.3,14.5,Westwood,6
0,90,3,129,100.0,100.0,3,60586,0,0,-1,1,88.5,0,3,1.3,0.0,0,Johann Berg,1.3,11,2,34.7,False,133.2,879,,2021-02-17T21:00:23.546436Z,54,0,0,0,60586.jpg,2.6,0,0,Gudmundsson,0.0,False,,a,4,90,124.0,39,16604,48,20363,38,0.2,7.2,Gudmundsson,1
0,91,12,203,100.0,100.0,7,60689,0,0,-3,3,189.8,0,4,6.3,0.0,0,Chris,6.3,27,6,113.0,False,306.8,1967,,2021-01-31T17:30:27.524314Z,62,0,0,0,60689.jpg,3.5,0,0,Wood,0.9,False,,a,4,90,642.0,83,286682,3532,383324,1555,1.0,13.4,Wood,0
0,92,6,402,100.0,100.0,8,68983,-1,1,-1,1,254.7,1,2,1.7,0.0,0,Matthew,1.7,29,1,73.8,False,392.2,2250,,2020-09-30T20:00:20.120303Z,44,0,0,0,68983.jpg,3.3,0,0,Lowton,2.4,False,,a,4,90,90.0,82,459782,3141,282619,5276,0.4,18.6,Lowton,4
1,93,1,97,100.0,100.0,1,81183,0,0,-2,2,137.5,0,4,4.7,0.0,0,Matej,4.7,13,1,52.5,False,99.8,869,,2021-02-17T18:30:27.291873Z,48,0,0,0,81183.jpg,1.8,0,0,Vydra,1.0,False,,a,4,90,297.0,35,164072,4453,153532,3108,1.0,7.3,Vydra,0
0,94,0,0,0.0,0.0,0,83312,0,0,-1,1,0.0,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,False,0.0,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,39,0,0,0,83312.jpg,0.0,0,0,Gibson,0.1,False,,u,4,90,0.0,0,6239,0,19894,33,0.0,0.0,Gibson,0
1,95,3,157,75.0,100.0,7,90517,0,0,0,0,133.9,0,3,0.5,0.0,0,Robbie,0.7,6,1,47.2,False,174.2,1047,Achilles injury - 75% chance of playing,2021-03-31T12:00:21.476078Z,50,0,0,0,90517.jpg,2.3,0,0,Brady,0.1,False,,d,4,90,168.0,44,13277,35,15957,38,0.1,8.8,Brady,3
0,96,20,564,100.0,100.0,9,98747,0,0,0,0,20.0,2,1,2.3,0.0,0,Nick,2.3,32,0,77.1,False,751.4,2520,,2021-02-10T21:30:20.183080Z,55,0,0,0,98747.jpg,4.6,0,102,Pope,13.0,False,,a,4,90,0.0,128,1012635,4090,1183607,11112,0.4,23.3,Pope,1
2,97,3,326,50.0,50.0,6,103914,0,0,-1,1,165.7,0,2,0.7,0.0,0,Charlie,1.3,27,0,53.9,False,327.2,1738,Hamstring injury - 50% chance of playing,2021-03-06T15:00:26.500226Z,44,0,0,0,103914.jpg,3.0,0,0,Taylor,1.4,False,,d,4,90,46.0,64,610105,45,849983,1728,0.3,14.5,Taylor,1
0,98,0,254,100.0,100.0,8,172782,0,0,-1,1,193.7,0,3,2.0,0.0,0,Josh,2.0,25,0,69.3,False,260.4,2050,,2021-01-25T21:30:18.982874Z,49,0,0,0,172782.jpg,2.2,0,0,Brownhill,0.0,False,,a,4,90,238.0,53,7992,40,9299,31,0.4,10.8,Brownhill,1
0,99,0,9,100.0,100.0,0,220037,0,0,0,0,0.0,0,1,0.0,0.0,0,Bailey,0.0,5,0,0.6,False,6.4,90,,2021-01-11T12:00:21.252081Z,40,0,0,0,220037.jpg,0.0,0,1,Peacock-Farrell,1.1,False,,a,4,90,0.0,0,84207,78,98118,690,0.0,0.0,Peacock-Farrell,0
3,100,6,358,100.0,100.0,9,433154,0,0,-3,3,555.8,1,3,4.7,0.0,0,Dwight,4.7,34,2,115.1,False,429.2,2316,,2020-12-22T01:00:16.249461Z,57,0,0,0,433154.jpg,3.1,0,0,McNeil,0.4,False,,a,4,90,163.0,85,50453,875,85586,603,0.8,14.9,McNeil,1
0,519,0,35,100.0,100.0,0,218023,0,0,-2,2,21.2,0,2,0.0,0.0,0,Jimmy,0.0,5,1,12.6,False,66.2,180,,2021-01-01T10:30:19.319929Z,38,0,0,0,218023.jpg,4.0,0,0,Dunne,4.3,False,,a,4,90,38.0,8,1034121,2673,821347,4052,0.0,2.1,Dunne,0
0,520,0,0,0.0,0.0,0,461102,0,0,-1,1,0.0,0,2,0.0,0.0,0,Bobby,0.0,0,0,0.0,False,0.0,0,Joined Barrow on loan until the end of the season,2021-01-24T15:00:27.128058Z,39,0,0,0,461102.jpg,0.0,0,0,Thomas,0.5,False,,u,4,90,0.0,0,48725,0,55348,237,0.0,0.0,Thomas,0
0,535,0,27,,,1,217401,0,0,0,0,7.9,0,3,0.0,0.0,0,Josh,0.0,7,0,3.7,False,16.0,260,,,45,0,0,0,217401.jpg,1.7,0,0,Benson,0.0,False,,a,4,90,13.0,10,4231,13,3890,8,0.0,2.2,Benson,0
0,536,0,0,,,0,195471,0,0,-1,1,0.0,0,2,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,,,39,0,0,0,195471.jpg,0.0,0,0,Driscoll-Glennon,0.1,False,,a,4,90,0.0,0,8312,58,8383,66,0.0,0.0,Driscoll-Glennon,0
0,551,0,0,0.0,0.0,0,195064,0,0,0,0,0.0,0,3,0.0,0.0,0,Mace,0.0,0,0,0.0,False,0.0,0,Joined Barrow on loan until the end of the season,2021-02-02T17:30:29.256812Z,45,0,0,0,195064.jpg,0.0,0,0,Goodridge,0.0,False,,u,4,90,0.0,0,1278,0,1409,1,0.0,0.0,Goodridge,0
0,583,0,0,,,0,168399,0,0,0,0,0.0,0,1,0.0,0.0,0,Will,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,168399.jpg,0.0,0,0,Norris,0.1,False,,a,4,90,0.0,0,17245,17,11704,111,0.0,0.0,Norris,0
0,591,0,0,,,0,461450,0,0,0,0,0.0,0,4,0.0,0.0,0,Max,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,461450.jpg,0.0,0,0,Thompson,0.1,False,,a,4,90,0.0,0,22869,139,18792,218,0.0,0.0,Thompson,0
0,592,0,2,,,0,461096,0,0,0,0,0.0,0,4,0.0,0.0,0,Lewis,0.0,0,0,0.0,False,0.0,2,,,45,0,0,0,461096.jpg,1.0,0,0,Richardson,0.1,False,,a,4,90,0.0,1,19190,176,15745,213,0.0,0.2,Richardson,0
0,612,0,0,,,0,465299,0,0,-1,1,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,465299.jpg,0.0,0,0,Mancini,0.0,False,,a,4,90,0.0,0,1334,28,1083,19,0.0,0.0,Mancini,0
0,613,0,2,,,0,430367,0,0,0,0,1.5,0,4,0.0,0.0,0,Joel,0.0,1,0,0.1,False,0.0,36,,,45,0,0,0,430367.jpg,0.7,0,0,Mumbongo,0.0,False,,a,4,90,0.0,2,5726,63,4210,131,0.0,0.4,Mumbongo,1
0,658,0,0,,,0,184259,0,0,0,0,0.0,0,2,0.0,0.0,0,Richard,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,184259.jpg,0.0,0,0,Nartey,0.0,False,,a,4,90,0.0,0,1140,58,823,30,0.0,0.0,Nartey,0
0,101,0,7,,,0,20310,0,0,-4,4,0.0,0,1,1.0,0.0,0,Willy,0.0,3,0,0.4,False,4.2,90,,,46,0,0,0,20310.jpg,1.0,0,0,Caballero,0.2,False,,a,5,8,0.0,1,5787,30,21913,66,0.0,0.2,Caballero,0
1,102,10,405,,,12,41328,0,0,-2,2,270.8,1,2,8.3,0.0,0,César,7.3,9,1,78.2,False,374.2,1580,,,58,0,0,0,41328.jpg,5.1,0,0,Azpilicueta,6.7,False,,a,5,8,137.0,97,543342,71728,568631,4297,1.3,16.7,Azpilicueta,4
0,103,6,137,100.0,100.0,4,44346,0,0,-3,3,110.6,1,4,1.0,0.0,0,Olivier,0.0,5,4,62.8,False,158.4,701,,2021-01-19T23:30:21.429577Z,67,0,0,0,44346.jpg,3.1,0,0,Giroud,1.3,False,,a,5,8,360.0,44,303929,1677,330010,3115,0.0,6.6,Giroud,1
0,104,5,158,,,4,82263,0,0,-3,3,164.8,1,2,3.7,0.0,0,Marcos,2.7,7,1,54.7,False,157.0,703,,,57,0,0,0,82263.jpg,4.3,0,0,Alonso,2.5,False,,a,5,8,226.0,39,292381,4946,359581,4131,0.5,6.8,Alonso,2
2,105,12,359,75.0,100.0,11,85955,0,0,-3,3,243.3,4,3,4.7,0.0,0,Jorge Luiz,5.3,9,6,86.1,False,460.0,1434,Knee injury - 75% chance of playing,2021-03-31T21:30:21.308701Z,47,0,2,0,85955.jpg,4.5,0,0,Frello Filho,4.6,False,,d,5,8,156.0,91,1483273,11397,1450675,6403,1.1,19.4,Jorginho,0
1,107,0,289,100.0,100.0,9,91651,0,0,-2,2,306.5,0,3,2.3,0.0,0,Mateo,1.3,17,0,70.9,False,277.6,1514,,2020-11-07T22:30:21.934477Z,53,0,0,0,91651.jpg,2.1,0,0,Kovacic,0.3,False,,a,5,8,126.0,49,35859,348,42812,271,0.2,9.2,Kovacic,2
0,109,5,307,,,9,102380,1,-1,-3,3,57.8,0,2,5.0,0.0,0,Antonio,4.0,5,0,42.9,False,245.6,1170,,,47,1,0,0,102380.jpg,4.9,0,0,Rüdiger,4.8,False,,a,5,8,125.0,64,480116,46610,269831,3350,0.9,13.6,Rüdiger,0
0,110,6,375,100.0,100.0,7,103192,0,0,3,-3,48.4,4,2,3.0,0.0,0,Kurt,2.0,18,4,72.0,False,457.4,1530,,2021-02-05T00:30:22.021945Z,53,0,0,0,103192.jpg,5.1,0,0,Zouma,7.9,False,,a,5,8,213.0,86,2468971,2746,2164629,5348,0.4,16.2,Zouma,1
0,111,0,24,,,1,109533,0,0,-3,3,7.7,0,2,1.0,0.0,0,Emerson,0.0,0,0,2.7,False,17.4,88,,,47,0,0,0,109533.jpg,3.5,0,0,Palmieri dos Santos,0.1,False,,a,5,8,2.0,7,9889,94,19193,64,0.0,1.5,Emerson,0
0,112,2,69,100.0,100.0,1,109745,0,0,-3,3,0.0,0,1,1.0,0.0,0,Kepa,0.0,6,0,7.8,False,78.6,360,,2020-10-23T13:00:21.237423Z,47,0,0,0,109745.jpg,3.8,0,12,Arrizabalaga,0.6,False,,a,5,8,0.0,15,49988,136,174762,208,0.0,3.2,Arrizabalaga,0
2,113,0,332,75.0,100.0,9,116594,0,0,-1,1,324.3,0,3,3.2,0.0,0,N'Golo,3.3,22,0,81.2,False,411.2,1899,Hamstring injury - 75% chance of playing,2021-03-25T23:30:27.793506Z,49,0,0,0,116594.jpg,2.2,0,0,Kanté,2.4,False,,d,5,8,73.0,55,223282,1796,417886,1620,0.7,11.2,Kanté,6
3,114,6,177,100.0,100.0,8,124183,0,0,-1,1,380.8,2,3,3.0,0.0,0,Hakim,2.0,6,1,83.5,False,190.8,851,,2020-12-05T23:00:19.905378Z,79,0,0,0,124183.jpg,3.3,0,0,Ziyech,2.1,False,,a,5,8,261.0,50,1698504,15795,1752267,1332,0.3,6.3,Ziyech,3
0,116,6,233,100.0,100.0,5,135363,0,0,-3,3,42.1,1,2,8.0,0.0,0,Andreas,7.0,11,0,29.6,False,226.8,999,,2021-02-12T09:00:27.781439Z,47,0,0,0,135363.jpg,3.4,1,0,Christensen,1.1,False,,a,5,8,26.0,41,92333,25263,37827,2213,1.5,8.7,Christensen,1
8,117,7,301,100.0,100.0,11,165153,0,0,-3,3,379.1,2,4,2.7,0.0,0,Timo,1.7,20,5,179.1,False,398.8,2039,,2021-02-07T23:00:21.605405Z,92,0,0,0,165153.jpg,3.6,0,0,Werner,11.1,False,,a,5,8,1012.0,101,1923897,18367,4341629,10315,0.2,11.0,Werner,0
2,118,8,223,75.0,75.0,5,173879,0,0,-4,4,120.3,1,4,0.8,0.0,0,Tammy,0.0,12,6,85.1,False,270.2,1014,Ankle injury - 75% chance of playing,2021-03-05T00:00:28.696578Z,71,0,0,0,173879.jpg,3.4,0,0,Abraham,2.0,False,,d,5,8,474.0,67,582081,171,772196,1888,0.0,9.4,Abraham,0
2,119,0,130,100.0,100.0,5,176413,0,0,-3,3,217.4,0,3,2.7,0.0,0,Christian,1.7,13,1,79.9,False,168.2,1073,,2021-02-19T12:30:19.942394Z,82,0,0,0,176413.jpg,2.3,0,0,Pulisic,1.7,False,,a,5,8,418.0,44,458918,1806,1067161,733,0.2,5.4,Pulisic,2
5,120,15,473,,,11,184341,0,0,0,0,1055.3,2,3,6.0,0.0,0,Mason,5.0,24,5,226.1,False,587.0,2227,,,70,0,0,0,184341.jpg,4.2,0,0,Mount,14.9,False,,a,5,8,618.0,117,1859265,103167,1321415,23095,0.7,16.7,Mount,2
0,121,0,8,0.0,0.0,0,194794,0,0,-3,3,0.1,0,2,0.0,0.0,0,Fikayo,0.0,2,0,2.7,False,26.6,45,Joined AC Milan on loan on 22/1 until the end of the season. - Expected back 24 May,2021-01-24T12:30:20.925105Z,47,0,0,0,194794.jpg,0.0,0,0,Tomori,0.2,False,,u,5,8,0.0,0,8098,0,27059,57,0.0,0.0,Tomori,0
2,122,2,207,75.0,100.0,6,209046,0,0,-3,3,345.5,0,3,1.7,0.0,0,Callum,1.3,4,2,89.0,False,235.6,893,Shoulder injury - 75% chance of playing,2021-03-30T22:30:21.931321Z,57,0,0,0,209046.jpg,2.7,0,0,Hudson-Odoi,0.5,False,,d,5,8,309.0,51,125756,450,131699,1778,0.2,8.9,Hudson-Odoi,0
2,123,14,422,100.0,100.0,7,225796,0,0,0,0,483.2,2,2,6.0,0.0,0,Reece,5.0,19,1,118.6,False,392.4,1719,,2020-12-28T22:30:16.209052Z,50,0,0,0,225796.jpg,3.8,0,0,James,6.2,False,,a,5,8,307.0,87,2055809,9618,2205443,4024,1.0,17.4,James,3
0,124,0,10,100.0,100.0,0,243568,0,0,-1,1,3.0,0,3,1.0,0.0,0,Billy,0.0,0,0,1.5,False,12.4,34,,2020-08-15T10:00:11.591471Z,44,0,0,0,243568.jpg,1.0,0,0,Gilmour,0.1,False,,a,5,8,0.0,2,10750,50,17225,73,0.0,0.5,Gilmour,0
4,232,7,424,100.0,100.0,10,172850,0,0,3,-3,391.9,1,2,5.0,0.0,0,Benjamin,4.0,18,2,107.6,False,417.0,1756,,2020-12-21T22:30:15.840480Z,58,0,0,0,172850.jpg,5.0,0,0,Chilwell,12.4,False,,a,5,8,273.0,104,3735920,18130,3104521,7158,0.7,17.9,Chilwell,3
