assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,24,100.0,100.0,0,69140,0,0,-3,3,0.8,0,2,0.5,1.5,0,Shkodran,1.0,2,0,7.5,1,False,19.8,90,,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,4.0,0,0,Mustafi,0.3,False,,a,1,3,54.0,4,7696,101,31713,338,0.2,0.8,Mustafi,0
0,0,26,75.0,100.0,0,98745,0,0,-1,1,22.7,0,2,-0.2,0.7,0,Héctor,0.2,6,0,6.9,2,False,30.8,262,Hamstring injury - 75% chance of playing,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Bellerín,0.3,False,,d,1,3,15.0,1,34551,544,31162,1865,0.0,0.2,Bellerín,2
2,1,191,100.0,100.0,1,111457,0,0,-3,3,148.9,0,2,1.5,2.5,5,Sead,2.0,14,0,37.3,3,False,172.6,889,,2019-11-21T14:30:19.207005Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.6,False,,a,1,3,53.0,27,46063,915,106814,1192,0.4,5.2,Kolasinac,2
2,3,106,100.0,100.0,1,154043,0,0,-4,4,110.0,1,2,0.0,1.0,2,Ainsley,0.5,11,0,29.3,4,False,155.0,580,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.7,1,0,Maitland-Niles,2.6,False,,a,1,3,33.0,19,545181,547,562193,4755,0.1,4.1,Maitland-Niles,0
0,2,217,,,2,39476,0,0,-1,1,30.4,0,2,0.0,1.0,2,Sokratis,0.5,20,1,43.1,5,False,328.8,1260,,,49,0,0,0,39476.jpg,2.4,0,0,Papastathopoulos,1.6,False,,a,1,3,71.0,33,106846,603,136230,3891,0.1,6.7,Sokratis,4
0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,6,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,28019,10,87652,229,0.0,2.0,Monreal,0
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,7,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,467,9,12399,33,0.0,0.0,Koscielny,0
0,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,-0.5,0.5,0,Konstantinos,0.0,0,0,0.0,8,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,a,1,3,0.0,0,725,48,4079,58,0.0,0.0,Mavropanos,0
0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,9,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,314,26,2425,23,0.0,0.0,Jenkinson,0
0,0,9,0.0,100.0,0,156074,0,0,0,0,0.4,0,2,-0.4,0.5,0,Rob,0.0,2,0,1.1,10,False,8.4,76,Knee injury - Expected back 29 Dec,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,i,1,3,2.0,1,10307,109,11371,579,0.0,0.2,Holding,0
