id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,24,100.0,75.0,0,69140,0,0,-3,3,0.8,0,2,1.5,1.5,4,Shkodran,1.0,2,0,7.5,False,19.8,90,0,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,4.0,0,0,Mustafi,0.3,False,0.0,a,1,3,54.0,4,7430,276,31009,294,0.2,0.8,Mustafi,0,14,1,0,90.0,0.0,13.0,1.0,1.0,0.07,1.0,90.0,90.0,0.0,4.0,1.0,0.2,7.5,24.0,19.8,0.8,54.0,4.0,7.5,24.0,19.8,0.8,54.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
2,0,17,75.0,75.0,0,98745,0,0,-1,1,20.7,0,2,0.5,0.9,0,Héctor,0.2,4,0,5.1,False,20.4,172,Hamstring injury - 75% chance of playing,2019-11-27T11:30:17.257265Z,54,0,0,0,98745.jpg,0.5,0,0,Bellerín,0.3,False,0.0,d,1,3,9.0,1,33234,83,27173,2804,0.0,0.2,Bellerín,1,14,1,0,0.0,6.0,6.0,2.0,2.0,0.25,2.0,172.0,86.0,1.0,2.0,2.0,0.5,2.55,8.5,10.2,10.35,4.5,0.5,2.55,8.5,10.2,10.35,4.5,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
3,1,147,100.0,100.0,1,111457,0,0,-2,2,126.7,0,2,1.3,1.8,1,Sead,0.8,12,0,30.7,False,132.8,757,0,2019-11-21T14:30:19.207005Z,53,0,0,0,111457.jpg,1.8,0,0,Kolasinac,0.7,False,0.0,a,1,3,49.0,20,44500,804,103878,1107,0.2,3.8,Kolasinac,2,14,1,0,90.0,3.0,3.0,11.0,8.0,0.73,4.0,198.0,50.0,2.0,1.0,2.0,0.67,2.79,13.36,12.07,11.52,4.45,1.0,1.5,9.5,6.7,4.5,4.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
4,3,92,100.0,100.0,1,154043,0,0,-3,3,108.2,1,2,0.5,1.0,0,Ainsley,0.0,10,0,27.1,False,136.4,490,0,2019-09-22T18:00:10.824841Z,47,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,2.8,False,0.0,a,1,3,31.0,17,544435,156,548383,7411,0.0,3.6,Maitland-Niles,0,14,1,0,0.0,0.0,9.0,6.0,5.0,0.36,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.52,15.33,22.73,18.03,5.17,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
5,2,191,100.0,0.0,2,39476,0,0,0,0,29.9,0,2,1.0,1.5,0,Sokratis,0.5,17,1,37.8,False,276.8,1080,0,0,50,0,0,0,39476.jpg,2.6,0,0,Papastathopoulos,1.7,False,0.0,a,1,3,71.0,31,105783,489,125047,6557,0.1,6.2,Sokratis,3,14,1,0,0.0,0.0,2.0,12.0,12.0,0.86,3.0,270.0,90.0,0.0,2.0,3.0,0.6,3.15,15.92,23.07,2.49,5.92,3.0,6.07,19.0,39.13,1.7,19.67,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,0.0,u,1,3,12.0,10,28005,4,87221,153,0.0,2.0,Monreal,0,14,1,0,0.0,11.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,442,11,12325,29,0.0,0.0,Koscielny,0,14,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
8,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,1.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,0,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,a,1,3,0.0,0,658,29,3962,43,0.0,0.0,Mavropanos,0,14,1,0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,277,6,2387,11,0.0,0.0,Jenkinson,0,14,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
10,0,9,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.7,1.2,0,Rob,0.2,2,0,1.1,False,8.4,76,0,2019-11-22T10:00:21.031396Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,0.0,a,1,3,2.0,1,10062,147,10285,306,0.0,0.2,Holding,0,14,1,0,0.0,4.0,9.0,1.0,1.0,0.1,1.0,76.0,76.0,1.0,3.0,1.0,0.25,1.1,9.0,8.4,0.4,2.0,1.0,1.1,9.0,8.4,0.4,2.0,2,8,0,1.0,1.6,1.2,1.8,25.4,31.0,114.6,79.6,115.6,92.9,19.6,16.4,114.1,28.3,21.6,93.6,27.2,31.1,120.2,79.8,110.6,102.2,15.8,14.8,105.5,25.2,16.8,84.2
