id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,100.0,0.0,0,69140,0,0,-3,3,0.0,0,2,0.5,0.5,0,Shkodran,0.0,0,0,0.0,False,0.0,0,0,0,52,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.4,False,0.0,a,1,3,0.0,0,6409,322,28564,678,0.0,0.0,Mustafi,0,7,1,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
2,0,0,100.0,100.0,0,98745,0,0,-1,1,0.0,0,2,0.5,0.5,0,Héctor,0.0,0,0,0.0,False,0.0,0,0,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,Bellerín,0.4,False,0.0,a,1,3,0.0,0,23220,2264,13791,2414,0.0,0.0,Bellerín,0,7,1,0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
3,1,111,75.0,100.0,1,111457,0,0,-1,1,109.4,0,2,3.3,3.3,1,Sead,2.8,8,0,24.7,False,106.0,574,Knock - 75% chance of playing,2019-10-30T23:30:12.346391Z,54,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.9,False,0.0,d,1,3,33.0,17,41242,1133,85304,6202,0.5,3.1,Kolasinac,2,7,1,0,15.0,2.0,2.0,8.0,6.0,0.75,5.0,375.0,75.0,1.0,0.0,4.0,1.0,3.09,13.88,13.25,13.68,4.12,2.4,2.54,14.6,11.44,10.28,4.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
4,3,92,100.0,100.0,1,154043,0,0,-1,1,108.2,1,2,0.5,0.5,0,Ainsley,0.0,10,0,27.1,False,136.4,490,0,2019-09-22T18:00:10.824841Z,49,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,3.9,False,0.0,a,1,3,31.0,17,542039,840,472514,26391,0.0,3.5,Maitland-Niles,0,7,1,0,0.0,0.0,5.0,6.0,5.0,0.5,1.0,40.0,40.0,0.0,5.0,0.0,0.0,4.52,15.33,22.73,18.03,5.17,-3.0,1.6,-12.0,0.0,12.6,8.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
5,2,161,100.0,0.0,2,39476,0,0,0,0,25.1,0,2,4.5,4.5,7,Sokratis,4.0,14,1,27.4,False,218.2,900,0,0,50,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,2.0,False,0.0,a,1,3,31.0,29,91259,10234,92451,3418,0.8,5.8,Sokratis,2,7,1,0,90.0,0.0,0.0,10.0,10.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.74,16.1,21.82,2.51,3.1,3.4,3.2,15.6,23.76,2.52,5.8,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,0.0,u,1,3,12.0,10,27947,22,85677,534,0.0,2.0,Monreal,0,7,1,0,0.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,367,20,12091,85,0.0,0.0,Koscielny,0,7,1,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
8,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.5,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,0,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,a,1,3,0.0,0,468,63,3601,72,0.0,0.0,Mavropanos,0,7,1,0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,223,12,2275,27,0.0,0.0,Jenkinson,0,7,1,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
10,0,0,100.0,100.0,0,156074,0,0,0,0,0.0,0,2,0.5,0.5,0,Rob,0.0,0,0,0.0,False,0.0,0,0,2019-06-25T11:30:06.913215Z,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.2,False,0.0,a,1,3,0.0,0,8698,379,7171,745,0.0,0.0,Holding,0,7,1,0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,1,0.5,2.1,0.2,2.2,28.3,39.3,136.6,116.9,140.5,112.7,27.4,18.4,117.2,35.2,31.2,120.2,28.6,42.2,141.4,131.1,149.4,108.4,31.8,19.7,114.7,43.0,38.8,132.6
